Match ID,Map,Player,K,D,+/-,Ults,FK Diff,Rating,Hero-Ratings,Show K-D(U)
2678,Lijiang Tower,San Francisco Shock,babybay,super,Sleepy,Moth,ChoiHyoBin,Architect
2678,Lijiang Tower,Shanghai Dragons,Diya,Freefeel,Daemin,Geguri,Altering,Fearless
2678,Dorado,San Francisco Shock,iddqd,babybay,super,Sleepy,Moth,ChoiHyoBin
2677,Watchpoint: Gibraltar,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2677,King's Row,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2677,King's Row,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2677,Hanamura,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2677,Hanamura,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2677,Oasis,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2677,Oasis,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2677,Watchpoint: Gibraltar,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2676,Watchpoint: Gibraltar,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2676,King's Row,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2676,King's Row,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2676,Horizon Lunar Colony,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2676,Horizon Lunar Colony,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2676,Lijiang Tower,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2676,Lijiang Tower,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2676,Watchpoint: Gibraltar,Los Angeles Valiant,Custa,Agilities,SoOn,Kariv,Space,FaTe
2675,Watchpoint: Gibraltar,Los Angeles Gladiators,Surefour,iRemiix,Shaz,Hydration,Void,BigG00se
2675,King's Row,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2675,King's Row,Los Angeles Gladiators,Surefour,iRemiix,Shaz,Hydration,Bischu,BigG00se
2675,Hanamura,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2675,Hanamura,Los Angeles Gladiators,Surefour,iRemiix,Shaz,Hydration,Void,BigG00se
2675,Oasis,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2674,Nepal,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2674,Blizzard World,New York Excelsior,MekO,Saebyeolbe,janus,Libero,ArK,JJoNak
2674,Blizzard World,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2674,Horizon Lunar Colony,New York Excelsior,MekO,Saebyeolbe,Libero,Mano,ANAMO,JJoNak
2674,Horizon Lunar Colony,Houston Outlaws,coolmatt,Rawkus,LiNkzr,Spree,Muma,Bani
2674,Lijiang Tower,New York Excelsior,MekO,Saebyeolbe,janus,Libero,ANAMO,JJoNak
2674,Lijiang Tower,Houston Outlaws,ArHaN,coolmatt,Rawkus,LiNkzr,Muma,Bani
2674,Dorado,New York Excelsior,MekO,Pine,Libero,Mano,ArK,JJoNak
2674,Dorado,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2674,Nepal,New York Excelsior,MekO,Saebyeolbe,Libero,Mano,ANAMO,JJoNak
2673,Watchpoint: Gibraltar,New York Excelsior,MekO,Saebyeolbe,janus,Libero,ArK,JJoNak
2673,Blizzard World,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Neko
2673,Blizzard World,New York Excelsior,MekO,Saebyeolbe,Libero,Mano,ANAMO,JJoNak
2673,Horizon Lunar Colony,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Neko
2673,Horizon Lunar Colony,New York Excelsior,MekO,Saebyeolbe,janus,Libero,ANAMO,JJoNak
2673,Lijiang Tower,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Neko
2673,Lijiang Tower,New York Excelsior,MekO,Pine,Libero,Mano,ArK,JJoNak
2673,Watchpoint: Gibraltar,Boston Uprising,Gamsu,Striker,Kellex,NotE,Mistakes,Neko
2672,Dorado,Florida Mayhem,TviQ,Zebbosai,Zuppeh,zappis,CWoosH,Logix
2672,King's Row,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2672,King's Row,Florida Mayhem,TviQ,Zebbosai,Zuppeh,zappis,CWoosH,Logix
2672,Hanamura,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2672,Hanamura,Florida Mayhem,TviQ,Zebbosai,Zuppeh,zappis,CWoosH,Logix
2672,Oasis,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2672,Oasis,Florida Mayhem,TviQ,Zebbosai,Zuppeh,zappis,CWoosH,Logix
2672,Dorado,London Spitfire,Birdring,Nus,Fury,Gesture,Profit,Bdosin
2671,Watchpoint: Gibraltar,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2671,Blizzard World,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2671,Blizzard World,Houston Outlaws,coolmatt,Rawkus,LiNkzr,JAKE,Muma,Bani
2671,Horizon Lunar Colony,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2671,Horizon Lunar Colony,Houston Outlaws,coolmatt,Rawkus,LiNkzr,Spree,Muma,Bani
2671,Lijiang Tower,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2671,Lijiang Tower,Houston Outlaws,ArHaN,coolmatt,Rawkus,LiNkzr,Muma,Bani
2671,Watchpoint: Gibraltar,Philadelphia Fusion,neptuNo,Carpe,Eqo,Boombox,HOTBA,SADO
2670,Dorado,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2670,Blizzard World,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2670,Blizzard World,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,munchkin,Fleta
2670,Horizon Lunar Colony,Dallas Fuel,Seagull,uNKOE,Taimou,HarryHook,Mickie,OGe
2670,Horizon Lunar Colony,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2670,Oasis,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2670,Oasis,Seoul Dynasty,zunba,ryujehong,tobi,KuKi,Fleta,Wekeed
2670,Dorado,Dallas Fuel,Seagull,aKm,uNKOE,HarryHook,Mickie,OGe
2669,Dorado,Los Angeles Valiant,Bunny,Custa,Kariv,Space,FaTe,KSF
2669,King's Row,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2669,King's Row,Los Angeles Valiant,Bunny,Custa,Kariv,Space,FaTe,KSF
2669,Hanamura,San Francisco Shock,sinatraa,babybay,super,Sleepy,Moth,ChoiHyoBin
2669,Hanamura,Los Angeles Valiant,Bunny,Custa,Kariv,Space,FaTe,KSF
2669,Lijiang Tower,San Francisco Shock,babybay,super,Sleepy,Moth,ChoiHyoBin,Architect
2669,Lijiang Tower,Los Angeles Valiant,Bunny,Custa,Kariv,Space,FaTe,KSF
2669,Dorado,San Francisco Shock,babybay,super,Sleepy,Moth,ChoiHyoBin,Architect
2668,Watchpoint: Gibraltar,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Void,BigG00se
2668,King's Row,Shanghai Dragons,Diya,Roshan,Freefeel,Geguri,Ado,Altering
2668,King's Row,Los Angeles Gladiators,Surefour,Fissure,Shaz,Hydration,Bischu,BigG00se
2668,Horizon Lunar Colony,Shanghai Dragons,Diya,Freefeel,Geguri,Ado,Altering,Fearless
